rpm,tps_pct,kfuel_map_pct,map_mbar,idle_learn_pct,dthrot,lambda2,inj_h_perc,ae_usec,iidle_pct,km_h,dc_base_idle_pct,idle_out_pct,ivct_angle_deg,evct_angle_deg,ivct_target_deg,evct_target_deg,dbw_tps1_pct,base_inj_pw_usec,run_pw1_usec,sa_base_deg,sa_out_deg,lambda1,target_lambda,run_pw2_usec,clc1_pct,clc2_pct,base_boost_dc_pct,boost_out_pct,oil_p_kpa,fuel_p_bar,sa_knock1_deg,sa_knock2_deg,sa_knock3_deg,sa_knock4_deg,i_boost,target_boost_mbar,batt_V,djv_batt_usec,dwell_usec,tps1i_V,pps1i_V,pps2i_V,tps_drv_req_pct,tps2i_V,tps_pps_fault,pps_scaled_pct,pps1_pct,pps2_pct,tps1_pct,tps2_pct,th2o_C,toil_C,kfuel_crk_pct,tair_C,erun_timer_s,tair_i_V,lambda_i_V,kfuel_th2o_pct,kfuel_tair_pct,crk_cnt,kfuel_baro_pct,kfuel_p_pct,osa_tair_deg,rpm_target_idle,fuel_p_target_bar,fuel_level_V,fuel_p_ctrl_dc_pct
5854.00,81.18,100.39,2987.00,0.00,0.00,12.45,100.00,0.00,0.00,163.00,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5798.00,80.39,100.39,2965.00,0.00,0.00,12.45,100.00,0.00,0.00,161.20,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5740.00,79.61,100.39,2941.00,0.00,0.00,12.45,100.00,0.00,0.00,161.20,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5740.00,79.61,100.39,2941.00,0.00,0.00,12.45,100.00,0.00,0.00,159.30,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5740.00,79.61,100.39,2941.00,0.00,0.00,12.45,100.00,0.00,0.00,159.30,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5682.00,78.43,100.39,2918.00,0.00,0.00,12.45,100.00,0.00,0.00,159.30,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5682.00,78.43,100.39,2918.00,0.00,0.00,12.57,100.00,0.00,0.00,157.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,157.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,155.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.45,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,155.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.70,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,155.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,155.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.78,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,155.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5623.00,77.65,100.39,2894.00,0.00,0.00,12.57,100.00,0.00,0.00,155.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5562.00,76.47,100.39,2870.00,0.00,0.00,12.57,100.00,0.00,0.00,153.60,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5500.00,75.69,100.39,2845.00,0.00,0.00,12.57,100.00,0.00,0.00,153.60,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5500.00,75.69,100.39,2845.00,0.00,0.00,12.57,100.00,0.00,0.00,151.60,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5500.00,75.69,100.39,2845.00,0.00,0.00,12.57,100.00,0.00,0.00,151.60,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.35,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5437.00,74.51,100.39,2819.00,0.00,0.00,12.57,100.00,0.00,0.00,151.60,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5437.00,74.51,100.39,2819.00,0.00,0.00,12.57,100.00,0.00,0.00,149.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5373.00,73.73,100.39,2793.00,0.00,0.00,12.68,100.00,0.00,0.00,149.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5373.00,73.73,100.39,2793.00,0.00,0.00,12.68,100.00,0.00,0.00,147.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.57,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5373.00,73.73,100.39,2793.00,0.00,0.00,12.68,100.00,0.00,0.00,147.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.72,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5373.00,73.73,100.39,2793.00,0.00,0.00,12.68,100.00,0.00,0.00,147.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5373.00,73.73,100.39,2793.00,0.00,0.00,12.68,100.00,0.00,0.00,147.50,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5308.00,72.55,100.39,2767.00,0.00,0.00,12.68,100.00,0.00,0.00,145.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5242.00,71.37,100.39,2741.00,0.00,0.00,12.68,100.00,0.00,0.00,145.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5242.00,71.37,100.39,2741.00,0.00,0.00,12.68,100.00,0.00,0.00,143.20,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5242.00,71.37,100.39,2741.00,0.00,0.00,12.68,100.00,0.00,0.00,143.20,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.33,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5175.00,70.20,100.39,2714.00,0.00,0.00,12.68,100.00,0.00,0.00,143.20,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.34,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5175.00,70.20,100.39,2714.00,0.00,0.00,12.68,100.00,0.00,0.00,141.10,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.34,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,141.10,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.34,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,138.90,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.68,0.90,9363.00,0.00,0.00,54.51,54.51,0.34,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,138.90,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,138.90,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,138.90,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,30.16,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,138.90,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5107.00,69.41,100.39,2686.00,0.00,0.00,12.80,100.00,0.00,0.00,138.90,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
5038.00,68.24,100.39,2658.00,0.00,0.00,12.80,100.00,0.00,0.00,136.70,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4967.00,67.06,100.39,2630.00,0.00,0.00,12.80,100.00,0.00,0.00,136.70,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4967.00,67.06,100.39,2630.00,0.00,0.00,12.80,100.00,0.00,0.00,134.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4967.00,67.06,100.39,2630.00,0.00,0.00,12.80,100.00,0.00,0.00,134.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4896.00,65.88,100.39,2601.00,0.00,0.00,12.80,100.00,0.00,0.00,134.40,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4896.00,65.88,100.39,2601.00,0.00,0.00,12.91,100.00,0.00,0.00,132.10,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4824.00,64.71,100.39,2572.00,0.00,0.00,12.91,100.00,0.00,0.00,132.10,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4824.00,64.71,100.39,2572.00,0.00,0.00,12.91,100.00,0.00,0.00,129.80,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.80,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4824.00,64.71,100.39,2572.00,0.00,0.00,12.91,100.00,0.00,0.00,129.80,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.91,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.90,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
4824.00,64.71,100.39,2572.00,0.00,0.00,12.91,100.00,0.00,0.00,129.80,26.27,26.27,0.00,0.00,5.00,0.00,106.74,4158.00,9363.00,15.75,0.00,12.91,0.90,9363.00,0.00,0.00,54.51,54.51,0.36,3.00,0.00,0.00,0.00,0.00,0.00,1080.00,12.83,540.00,3200.00,5.00,0.84,0.49,6.55,0.02,64.00,0.00,0.00,1.96,100.00,0.00,89.14,148.12,156.86,28.90,0.00,1.98,5.00,128.63,100.39,0.00,100.39,112.94,0.00,1060.00,80.00,158.91,0.00
